"Question","Answer","base_response","final_answer","token_cost","time_cost"
"What officially ended the first phase of the military conflict between the British Raj and the Emirate of Afghanistan from 1878 to 1880?","Treaty of Gandamak","The Treaty of Gandamak officially ended the first phase of the military conflict between the British Raj and the Emirate of Afghanistan in 1879.","The Treaty of Gandamak, signed on May 26, 1879, officially ended the first phase of the Second Anglo-Afghan War by establishing British control over Afghan foreign policy and ceding strategic territories to the British, while recognizing Abdur Rahman Khan as the Emir of Afghanistan.","3786","33.71930122375488"
"Where is the Cocoa Krispies and former Superman sponsor located?","Battle Creek, Michigan","The Cocoa Krispies and former Superman sponsor, Kellogg's, is located in Battle Creek, Michigan.","Battle Creek, Michigan, is the headquarters of the Kellogg Company, which produces Cocoa Krispies and historically sponsored the ""Adventures of Superman"" radio show in the 1940s.","1791","42.62759852409363"
"How many days did it take the Best New Artist of 2009 to sell 2 million copies of an album in the UK and break a twenty year old record?","29","It took Susan Boyle 21 days to sell 2 million copies of her album ""I Dreamed a Dream"" in the UK and break a twenty-year-old record.","The Best New Artist of 2009, Lady Gaga, broke a twenty-year-old record by selling 2 million copies of her album ""Born This Way"" in the UK in just 10 days.","1319","9.502864122390747"
"What is the international football competition for women that Liu Ailing played in the 1991,1995, 1999 editions?","international football competition","Liu Ailing played in the FIFA Women's World Cup during the 1991, 1995, and 1999 editions.","Liu Ailing played in the FIFA Women's World Cup in the 1991, 1995, and 1999 editions as a member of the Chinese national team.","1269","12.512815237045288"
"The city that contains the Yunnan Provincial Museum is also known by what nickname?","Spring city","The city that contains the Yunnan Provincial Museum, Kunming, is also known by the nickname ""Spring City.""","The city that contains the Yunnan Provincial Museum is Kunming, which is known by the nickname ""Spring City"" due to its mild and pleasant climate.","1138","12.504223108291626"
"What 2017 Christopher B. Landon directed American slasher film is Jessica Rothe starring in?","Happy Death Day","The 2017 Christopher B. Landon directed American slasher film starring Jessica Rothe is ""Happy Death Day.""","Jessica Rothe starred in the 2017 American slasher film ""Happy Death Day,"" directed by Christopher B. Landon.","1255","10.842851877212524"
"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?","8-Sep-17","The album ""Current Mood"" by Dustin Lynch, which includes the song released to country radio on February 17, 2017, was released on September 8, 2017.","The album ""Current Mood"" by Dustin Lynch, which includes the song ""Small Town Boy"" released to country radio on February 17, 2017, was officially released on September 8, 2017.","1577","23.2784640789032"
"What city did the characters from Gargoyles the Movie: The Heroes Awaken wake up in after being in an enchantedly petrified state for a thousand years?","modern-day New York City","The characters from Gargoyles the Movie: The Heroes Awaken woke up in New York City after being in an enchantedly petrified state for a thousand years.","In ""Gargoyles the Movie: The Heroes Awaken,"" the gargoyles awaken in New York City after being petrified for a thousand years.","2160","25.51808476448059"
"Which American writer wrote both The Ganymede Takeover (1967) and The Man in the High Castle (1962)?","Philip K. Dick","Philip K. Dick wrote both *The Ganymede Takeover* (1967) and *The Man in the High Castle* (1962).","Philip K. Dick wrote ""The Man in the High Castle"" (1962) and co-wrote ""The Ganymede Takeover"" (1967) with Ray Nelson.","1103","1140.6252992153168"
"Which football team does Lewis Young's older brother, Ashley Young, play for?","Premier League club Manchester United and the England national team","Ashley Young plays for Everton.","As of October 2023, Ashley Young plays for Everton Football Club.","1541","13.075860738754272"
"The Indian actor and philanthropist, who starred in ""Mera Damad,"" entered the film industry in what year?","1977","I have no idea.","The Indian actor and philanthropist who starred in ""Mera Damad,"" Amjad Khan, entered the film industry before 1975.","1326","7.688594341278076"
"Which magazine is older, Gallery or Dime Magazine?","arose on the ""Playboy"" magazine pattern in the 1970s.","Dime Magazine is older than Gallery magazine.","Gallery Magazine is older than Dime Magazine, as it was first published in 1972, while Dime Magazine was launched in 1996.","1020","7.850695848464966"
"How large is the shopping mall where KGOT radio station has its studios ?","728,000 ftÂ²","I have no idea.","The KGOT radio station is located in the Dimond Center, the largest shopping mall in Anchorage, Alaska, though its specific size is not publicly available.","1950","14.758294105529785"
"Jacques Mathou starred in Delicatessen, the 1991 French movie in the style of which celebrated American animator?","Terry Gilliam","Jacques Mathou starred in Delicatessen, the 1991 French movie in the style of celebrated American animator Tex Avery.","The 1991 French movie ""Delicatessen"" is stylistically similar to the works of celebrated American animator Tex Avery, known for his exaggerated and surreal humor.","1956","14.057079076766968"
"What is the height of the player who won the 2015 AFL Rising Star award?","1.95 m","The height of the player who won the 2015 AFL Rising Star award, Jesse Hogan, is 195 cm.","The player who won the 2015 AFL Rising Star award, Jesse Hogan, is approximately 195 cm tall.","1342","9.810850143432617"
"The movies The Boatniks and The Great Locomotive Chase were both made by which production company?","Walt Disney Productions","Both movies, The Boatniks and The Great Locomotive Chase, were made by Walt Disney Productions.","Both ""The Boatniks"" and ""The Great Locomotive Chase"" were made by Walt Disney Productions.","1040","6.508772134780884"
"Mick Carter is the landlord of a public house located at what address?","46 Albert Square, Walford, London E20","Mick Carter is the landlord of the Queen Vic located at Albert Square, Walford, London.","Mick Carter is the landlord of The Queen Victoria Public House, a fictional pub located in Albert Square in the fictional London Borough of Walford from the soap opera ""EastEnders.""","1683","12.540217876434326"
"What is the shared country of ancestry between Art Laboe and Scout Tufankjian?","Armenian","Armenia is the shared country of ancestry between Art Laboe and Scout Tufankjian.","Art Laboe and Scout Tufankjian do not share a country of ancestry, as only Scout Tufankjian has Armenian ancestry.","1247","10.850451231002808"
"How many Senate seats will be contested during the midterm elections that Nancy Soderberg has filed to run for Congress in?","33","I have no idea.","During the 2018 midterm elections, when Nancy Soderberg ran for Congress, there were 35 Senate seats contested, including 33 regular seats and 2 special elections.","1904","14.880958318710327"
"How many restaurants comprise the quick service restaurant chain that Ron Joyce helped found?","4,613","The quick service restaurant chain that Ron Joyce helped found, Tim Hortons, comprises over 4,800 restaurants worldwide.","Ron Joyce helped found the quick service restaurant chain Tim Hortons, which comprises over 5,300 locations worldwide.","1465","11.5360848903656"
"What type of film are both ""500 Years Later"" and ""Manson""?","documentary","Both ""500 Years Later"" and ""Manson"" are documentary films.","Both ""500 Years Later"" and ""Manson"" are documentaries.","1368","8.38559079170227"
"What professions did S. Sylvan Simon and Danny Cannon have in common?","director and producer","S. Sylvan Simon and Danny Cannon both worked as film directors.","S. Sylvan Simon and Danny Cannon both shared the professions of film director, television director, and film producer.","1602","11.920308828353882"
"Where is the academy, for which Joseph D. Stewart was appointed Superintendent, located?","Kings Point, New York","The academy for which Joseph D. Stewart was appointed Superintendent is located in Kings Point, New York.","Joseph D. Stewart was appointed as Superintendent of the United States Merchant Marine Academy, which is located in Kings Point, New York.","1033","7.2446887493133545"
"Luke Null is an actor who was on the program that premiered its 43rd season on which date?","30-Sep-17","Luke Null was on the program ""Saturday Night Live,"" which premiered its 43rd season on September 30, 2017.","Luke Null was an actor on ""Saturday Night Live,"" which premiered its 43rd season on September 30, 2017.","1122","5.600428342819214"
"The Azad Hind Dal was created by an Indian nationalist whose defiant patriotism made him a hero in India, but whose attempt to rid India of British rule during what war left a troubled legacy?","World War II","The Azad Hind Dal was created by Indian nationalist Subhas Chandra Bose during World War II.","The Azad Hind Dal, led by Subhas Chandra Bose, was created during World War II to secure Indian independence from British rule, leaving a complex legacy due to its collaboration with Axis powers.","2740","20.765756368637085"
"The 2011 La Manga Cup was won by Viking, who beat which Norwegian football club from the town of Kristiansand, currently playing in Tippeligaen having been promoted from Adeccoligaen in 2012?","IK Start","Viking won the 2011 La Manga Cup by beating IK Start, a Norwegian football club from Kristiansand.","Viking won the 2011 La Manga Cup by beating IK Start, a Norwegian football club from Kristiansand, which was promoted to Tippeligaen in 2012.","1557","10.26043176651001"
"Which band has released the most studio albums, Blonde Redhead or Rob Zombie's band White Zombie?","Blonde Redhead","Blonde Redhead has released nine studio albums, while White Zombie released four studio albums.","Blonde Redhead has released more studio albums than White Zombie, with nine albums compared to White Zombie's four.","1369","12.320512771606445"
"Where was the movement that August Brancart published literature from centerd?","Western Europe","The movement that August Brancart published literature from was centered in Brussels, Belgium.","August Brancart's publishing activities were significantly associated with Brussels, which was a notable center for literary and anarchist movements during the late 19th century.","1758","17.852373600006104"
"Stephen susco wrote a movie produced by which american film actor?","Sam Raimi","Stephen Susco wrote the movie ""The Grudge,"" which was produced by American film actor Sam Raimi.","Stephen Susco wrote the screenplay for the movie ""Pay the Ghost,"" which was produced by American film actor Nicolas Cage.","948","6.108689308166504"
"are the documentaries Out of Place and The Mosuo Sisters by the same director ?","no","Yes, both documentaries ""Out of Place"" and ""The Mosuo Sisters"" are directed by Marlo Poras.","""Out of Place"" and ""The Mosuo Sisters"" are documentaries, but they are not directed by the same person; ""Out of Place"" is directed by David Lee, while ""The Mosuo Sisters"" is directed by Marlo Poras.","1172","9.960557460784912"
"Watercliffe Meadow Primary Schools name change is an example of what term generally used to describe the avoidance of certain language?","political correctness","Watercliffe Meadow Primary School's name change is an example of political correctness.","Watercliffe Meadow Primary School's name change to ""learning community"" is an example of language modification aimed at fostering inclusivity and avoiding negative connotations, rather than being driven by political correctness.","3691","25.752196073532104"
"Approximately how many locations is BJ's Wholesale Club operating in, as of early 2008?","650 locations","BJ's Wholesale Club was operating in approximately 180 locations as of early 2008.","As of early 2008, BJ's Wholesale Club was operating approximately 180 locations according to official company reports and reliable sources.","2046","14.154958486557007"
"What year was the American healthy lifestyle magazine, in which Georgia Rickard contributed, started?","1950","The American healthy lifestyle magazine ""Prevention,"" to which Georgia Rickard has contributed, was started in 1950.","The American healthy lifestyle magazine ""Self,"" to which Georgia Rickard contributed, was started in 1979.","1118","8.776779651641846"
"Thomas Matthew ""Tom"" Chappell co-founded a commpany in 1970 that manufactures what products?","natural-ingredients-only personal care products","Thomas Matthew ""Tom"" Chappell co-founded Tom's of Maine in 1970, a company that manufactures personal care products.","Thomas Matthew ""Tom"" Chappell co-founded Tom's of Maine in 1970, a company that manufactures natural personal care products including toothpaste, mouthwash, deodorant, soap, and shampoo.","1604","19.43762707710266"
"What type of beliefs does Mount Ida and Rhea have in common?","Greek mythology","I have no idea.","Mount Ida and Rhea share beliefs in Greek mythology related to the birthplace and protection of Zeus, highlighting themes of maternal protection, divine intervention, and sacred geography.","3869","57.90471935272217"
"Where does the story take place in 1988 film The Moderns?","1926 Paris","The story of the 1988 film ""The Moderns"" takes place in Paris.","The story of the 1988 film ""The Moderns"" takes place primarily in Paris, focusing on the lives of expatriates and artists in 1926.","1282","20.08249068260193"
"Angelo Francesco Lavignino scored a 1965 English-language Spanish-Swiss co-produced film that was directed by and also starred who?","Orson Welles","Angelo Francesco Lavignino scored the 1965 film ""Rage"" which was directed by and starred Glenn Ford.","Orson Welles directed and starred in the 1965 English-language Spanish-Swiss co-produced film ""Chimes at Midnight,"" which was scored by Angelo Francesco Lavagnino.","1359","17.883862018585205"
"What three categories does income get levied under the Parliament of Australia's tax code?","""personal earnings"" (such as salary and wages), ""business income"" and ""capital gains""","Income in the Parliament of Australia's tax code is levied under three categories: personal income tax, corporate income tax, and capital gains tax.","Income in Australia is primarily levied under the category of Income Tax according to the Parliament of Australia's tax code.","1900","25.28234887123108"
"Scout Tufankjian and Daron Malakian are both what?","Armenian-American","Scout Tufankjian and Daron Malakian are both of Armenian descent.","Scout Tufankjian and Daron Malakian are both Armenian-Americans.","1339","14.936098098754883"
"Which novelist wrote under the pen name Walter Ericson: Laura Esquivel or Howard Fast?","Howard Melvin Fast","Howard Fast wrote under the pen name Walter Ericson.","Howard Fast wrote under the pen name Walter Ericson.","1053","12.117997884750366"
"Edmund Robert Harris is the principal benefactor of a museum located where ?","Preston","Edmund Robert Harris is the principal benefactor of a museum located in Preston, Lancashire.","Edmund Robert Harris is the principal benefactor of the Harris Museum, located in Preston, England.","1768","26.470608949661255"
"Were Illinois Institute of Technology and Boise State University both bounded before 1950?","yes","Yes, both Illinois Institute of Technology and Boise State University were founded before 1950.","Both Illinois Institute of Technology and Boise State University were founded before 1950.","982","11.59474515914917"
"Erwin Lambert was a member of which paramilitary organization under Hitler?","Schutzstaffel","Erwin Lambert was a member of the SS paramilitary organization under Hitler.","Erwin Lambert was a member of the SS (Schutzstaffel) and played a significant role in the construction of gas chambers at Nazi extermination camps during the Holocaust.","2109","118.47255158424377"
"Michael Pollock was was a senior officer in the United Kingdom's naval warfare force, also known as the what?","Royal Navy","Michael Pollock was a senior officer in the United Kingdom's naval warfare force, also known as the Royal Navy.","Michael Pollock was a senior officer in the United Kingdom's naval warfare force, known as the Royal Navy.","1418","13.88160490989685"
"What is the population of the city at which the transmitter of WLLZ-LP was placed? ","143,372","The population of the city where the transmitter of WLLZ-LP was placed is approximately 21,813, as it is located in Monroe, Michigan.","The population of Detroit, where the transmitter of WLLZ-LP is located, is approximately 620,000, though it's advisable to check the latest data from reliable sources for the most current information.","1554","13.724123239517212"
"Who is descended from William, 4th Lord Livingston and was a statesman from New York City? ","Philip Livingston","Hamilton Fish is descended from William, 4th Lord Livingston and was a statesman from New York City.","Robert R. Livingston, descended from William, 4th Lord Livingston, was a statesman from New York City.","1184","7.149164438247681"
"Padosan had a supporting actor who is known as a successful playback singer in what language?","Hindi","Kishore Kumar, a supporting actor in Padosan, is known as a successful playback singer in Hindi.","The supporting actor in ""Padosan,"" Kishore Kumar, was known as a successful playback singer in Hindi.","961","8.511421918869019"
"Macclesfield Town F.C. plays in the league sponsored by whom?","Vanarama","Macclesfield Town F.C. plays in the North West Counties Football League, which is sponsored by Macron.","Macclesfield Town F.C. no longer exists, and its successor, Macclesfield F.C., plays in the North West Counties Football League, which is not sponsored by Vanarama.","2155","16.04413866996765"
"What song by the American rapper Coolio is on his greatest hits album ""Fantiastic Voyage"" and samples from a Stevie Wonder song?","Gangsta's Paradise","The song ""Gangsta's Paradise"" by Coolio is on his greatest hits album ""Fantastic Voyage"" and samples from Stevie Wonder's song ""Pastime Paradise.""","The song by Coolio that is on his greatest hits album ""Fantastic Voyage"" and samples from a Stevie Wonder song is not ""Too Hot.""","1261","8.276763677597046"
"Who was the eldest brother of the Mexican drug trafficker born 12 March 1952?","Francisco Rafael Arellano FÃ©lix","I have no idea.","Miguel Ángel Félix Gallardo was not born on 12 March 1952, and there is insufficient information to confirm if he is the eldest brother of a Mexican drug trafficker born on that date.","1231","10.68818998336792"
"In which University is Richard Williams' former assistant a member of the Athletics Hall of Fame?","Campbellsville University","Richard Williams' former assistant is a member of the Athletics Hall of Fame at Mississippi State University.","There is no confirmed public record or widely available information verifying that Richard Williams' former assistant is a member of the Athletics Hall of Fame at the University of California, Berkeley.","1636","13.563570499420166"
"Marvel Classics Comics specialized in adaptations of literary classics, such as a novel by American writer Herman Melville, that was published in what year?","1851","Marvel Classics Comics adapted Herman Melville's novel ""Moby-Dick,"" which was originally published in 1851.","Marvel Classics Comics adapted the novel ""Moby-Dick"" by American writer Herman Melville, which was published in 1851.","1081","7.210099935531616"
"When was the Chief Aerodynamicist for the British supersonic land vehicle, whose goal is to match or exceed 1000 mph achieving a new world land speed record, born?","1932","I have no idea.","Ron Ayers, born on February 19, 1932, was the Chief Aerodynamicist for the ThrustSSC project and was also involved in the Bloodhound SSC project, both of which aimed to achieve new world land speed records.","2214","15.656002759933472"
"The third emperor in the Year of the Four Emperors had how many wives? ","second","The third emperor in the Year of the Four Emperors, Vitellius, had two wives.","The third emperor in the Year of the Four Emperors, Vitellius, was married to Galeria Fundana.","2020","22.29482889175415"
"Keanu is a 2016 American action comedy film directed by Peter Atencio and written by who?","Jordan Peele","Keanu is written by Jordan Peele and Alex Rubens.","The 2016 American action comedy film ""Keanu"" was directed by Peter Atencio and co-written by Jordan Peele and Alex Rubens.","1122","7.905005216598511"
"Where is the seminar Jeanne Marie Beaumont directed in 2007-2010 located?","Franconia, New Hampshire","The seminar Jeanne Marie Beaumont directed from 2007-2010 was located at the 92nd Street Y in New York City.","The seminar Jeanne Marie Beaumont directed from 2007 to 2010 was located at the Unterberg Poetry Center at the 92nd Street Y in New York City.","1605","13.10862946510315"
"What is the name of the father of Childericus?","Merovech","The name of the father of Childericus (Childeric I) is Merovech.","Childeric I was traditionally considered the son of Merovech, making Merovech the father of Childericus.","1225","8.123268604278564"
"Immanuel Lutheran School is affiliated with the denomination that has how many members?","2.1 million","Immanuel Lutheran School is often affiliated with the Lutheran denomination, specifically the Lutheran Church-Missouri Synod (LCMS), which has approximately 1.8 to 2 million members.","Immanuel Lutheran School is typically affiliated with the Lutheran Church–Missouri Synod (LCMS), which is different from the Evangelical Lutheran Church in America (ELCA) that has approximately 3 million members.","1254","8.485833406448364"
"in the 2004 Hockey film produced by a former major league baseball pitcher who played the USA coach?","Kurt Russell","In the 2004 hockey film ""Miracle,"" produced by former major league baseball pitcher Mark Ciardi, the USA coach Herb Brooks was played by Kurt Russell.","Kurt Russell played the role of Herb Brooks, the USA hockey coach, in the 2004 film ""Miracle,"" which was produced by former Major League Baseball pitcher Mark Ciardi.","1069","9.10755181312561"
"Tamanchey is a comedy film that starred the actress who works in what type of films?","Hindi","I have no idea.","The actress who starred in ""Tamanchey,"" Richa Chadda, primarily works in Bollywood films, but she is also known for her roles in independent films, regional cinema, and international projects.","1622","21.51962900161743"
"Which star of ""Chalet Girl"" also appeared in ""The Treasure Seekers""?","Felicity Rose Hadley Jones","Felicity Jones, the star of ""Chalet Girl,"" also appeared in ""The Treasure Seekers.""","Felicity Jones, who starred in ""Chalet Girl,"" also appeared in ""The Treasure Seekers"" as Alice Bastable.","1017","6.432279348373413"
"Who currently has more store locations? Bearno's or Patxi's Chicago Pizza?","Bearno's Pizza","Bearno's currently has more store locations than Patxi's Chicago Pizza.","Patxi's Chicago Pizza currently has more store locations than Bearno's.","1206","7.6560750007629395"
"Bethpage State Parkway begins with an interchange at which Long Island-based limited access highway?","Southern State Parkway","Bethpage State Parkway begins with an interchange at the Southern State Parkway in Long Island.","Bethpage State Parkway begins with an interchange at the Southern State Parkway.","1190","6.648870229721069"
"At what frequency the magazine publishes which ranked  Aditya Puri #24th in India's 50 Most powerful people of 2017 list?","fortnightly","The magazine, India Today, publishes weekly.","India Today is the magazine that ranked Aditya Puri #24th in India's 50 Most Powerful People of 2017 list and it publishes this list annually.","1115","6.6794517040252686"
"Which plant genus has a longer common name, Myrtus or Eustoma?","Eustoma","Eustoma has a longer common name, ""lisianthus,"" compared to Myrtus, which is commonly known as ""myrtle.""","The plant genus Eustoma has a longer common name, ""lisianthus,"" compared to Myrtus, which is ""myrtle.""","1118","6.876230239868164"
"Which Nigerian footballer who plays as a forward for Shanghai Greenland Shenhua was one of eleven players to have played in the top divisions in Italy, Spain, England and Germany?","Obafemi Martins","Obafemi Martins is the Nigerian footballer who plays as a forward for Shanghai Greenland Shenhua and was one of eleven players to have played in the top divisions in Italy, Spain, England, and Germany.","Obafemi Martins, who plays as a forward for Shanghai Greenland Shenhua, has played in the top divisions in Italy, Spain, and England, but not in Germany.","1437","7.209408760070801"
" Who was born first Doug Liman or Saul Metzstein?","Douglas Eric ""Doug"" Liman","Saul Metzstein was born first on December 30, 1966, while Doug Liman was born on July 24, 1965.","Doug Liman was born before Saul Metzstein, on July 24, 1965, while Saul Metzstein was born on December 30, 1970.","1077","7.27642297744751"
"Which band has more members, Kitchens of Distinction or Royal Blood?","Kitchens of Distinction","Kitchens of Distinction has more members than Royal Blood.","Kitchens of Distinction has more members than Royal Blood.","1485","13.108113527297974"
"Cistus and Stapelianthus are both forms of what?","flowering plants","Cistus and Stapelianthus are both forms of plants.","Cistus and Stapelianthus are both forms of plants.","1613","10.989870548248291"
"An Cat Dubh / Into the Heart is a song from the U2 album released on what date?","20-Oct-80","An Cat Dubh / Into the Heart is a song from the U2 album released on October 20, 1980.","The U2 album containing the song ""An Cat Dubh / Into the Heart,"" titled ""Boy,"" was released on October 20, 1980.","1165","6.051185607910156"
"What is the current position held by the Nathan Sharansky's co-author of the book The Case for Democracy?","Israeli Ambassador","I have no idea.","Nathan Sharansky's co-author of ""The Case for Democracy,"" Ron Dermer, currently serves as Israel's Minister of Strategic Affairs.","1409","9.722294092178345"
"What casino in Las Vegas which is now operated by MGM Resorts International was developed by William G. Bennett?","Excalibur Hotel and Casino","Circus Circus in Las Vegas was developed by William G. Bennett and is now operated by MGM Resorts International.","The Sahara Hotel and Casino in Las Vegas, which was acquired and transformed by William G. Bennett in the 1980s, is not currently operated by MGM Resorts International but by the Meruelo Group.","1972","17.769333362579346"
"Paul DeBoy is known for an appearance in the Western action-adventure game developed by which company?","Rockstar San Diego","Paul DeBoy is known for an appearance in the Western action-adventure game developed by Rockstar Games.","Paul DeBoy is known for an appearance in the Western action-adventure game developed by Rockstar Games.","1058","7.093458414077759"
"What is the name of this New York based American investment management firm founded in 1982, whose co-CEO is Robert Mercer?","Renaissance Technologies","Renaissance Technologies is the name of the New York-based American investment management firm founded in 1982, whose co-CEO is Robert Mercer.","Renaissance Technologies is a New York-based American investment management firm founded in 1982, but Robert Mercer is not currently a co-CEO.","1139","9.573720693588257"
